user,followers,Friends,Tweets,Retweets
PelaizSacha,412.0,355.0,0,1
1965Lfgv,74.0,313.0,0,1
danielarojas748,210.0,543.0,0,1
IsabelRohan,494.0,778.0,0,1
RCamiloNino,202.0,518.0,0,1
reiniercaba32,55.0,185.0,0,1
JorgeMoreiraT,111.0,519.0,0,1
LuisFer92000546,40.0,76.0,0,1
chemaalonso,131687.0,267.0,0,2
fmorcillo,3513.0,2312.0,0,1
teresaenlatorre,102.0,187.0,0,1
mujerfasocide,78.0,143.0,0,2
65_rodero,821.0,890.0,0,1
ramos468,17.0,46.0,0,4
2222gallardo,39.0,120.0,0,1
cristiaraya,830.0,332.0,0,1
yuliquinteros,729.0,839.0,0,1
BhandariSalil,132.0,48.0,0,1
Zafrainvestiga,476.0,680.0,1,0
SucreRRII,25.0,63.0,1,2
suromig,1562.0,883.0,1,0
dianexgutierrez,189.0,270.0,1,0
PedroPabloPrad4,129.0,96.0,0,3
mj_murciano,45.0,160.0,2,0
FerminQuinones,1955.0,747.0,7,2
Carmensilv4,148.0,194.0,0,1
jorg_rosales,154.0,962.0,0,1
ArrabalAID,4381.0,981.0,0,4
frdelpino,10083.0,943.0,0,1
PabloIiguez19,28.0,46.0,0,1
barbscoxtinica,733.0,2138.0,0,1
arguellesrene,195.0,361.0,0,1
AidaGarciga,500.0,295.0,0,1
Alexandercruzd,90.0,403.0,0,1
ESISMANOAMANO,326.0,355.0,0,1
CreaCulturaRsC,189.0,498.0,1,6
Mariam09548253,20.0,33.0,0,1
3erSector,2985.0,2564.0,1,0
IFA_upm,496.0,297.0,0,1
JulianJfire,84.0,1062.0,0,1
evelinacabrera,6051.0,2451.0,0,1
UEenMexico,13652.0,1064.0,1,0
jorgeresina,1450.0,1062.0,0,1
MariaArrien,52.0,65.0,0,2
SendasEcuador,1577.0,279.0,0,1
Arquimides_,412.0,53.0,0,1
Jofinajuca,198.0,607.0,0,1
GeografiaViva,3668.0,3052.0,0,1
comunicatron,194.0,461.0,0,1
JxviRubio,2579.0,4044.0,0,1
JusticiaStacruz,12.0,77.0,0,1
AMonjarazAleman,5449.0,5209.0,0,1
miguelalcalde,86.0,473.0,0,1
Signatus21,712.0,751.0,0,1
MaristasMedit,2917.0,241.0,0,1
MagdalenaPreve,356.0,1413.0,0,1
nodesperdicio,1560.0,1129.0,6,0
SebasGamarra,194.0,431.0,0,1
Nino_Mundaca,1692.0,2218.0,6,13
andremalaq,9.0,27.0,0,1
mauriciovaspo,473.0,3290.0,0,5
MalenaJimnez3,294.0,538.0,0,2
OviedoQ,80.0,446.0,0,1
tarressolar,831.0,151.0,0,1
uribegaviria,453.0,149.0,1,0
MeteoGalicia,113029.0,63.0,0,1
cristiansolisw,174.0,588.0,0,7
FAOElSalvador,5162.0,754.0,0,2
RafaGomezLGNS,3848.0,1310.0,0,2
estudioatope,899.0,518.0,0,1
antogom1,358.0,216.0,0,1
CEDE_Mex,6414.0,1023.0,1,0
Pa0LANu,50.0,38.0,0,1
AMFQMX,1547.0,689.0,0,1
Anita_Felix7,83.0,143.0,0,1
SistemaB,17630.0,2617.0,4,0
CELIG_Oficial,979.0,210.0,0,1
JNunezGuevara,1358.0,1407.0,0,1
Lherba5,24.0,210.0,0,1
OAurquia,8.0,39.0,0,1
jlparratw,485.0,963.0,0,1
cibervoluntario,16928.0,3445.0,5,0
maliliade,83.0,58.0,0,1
FiallosMilena,51.0,185.0,0,1
Karol_LuceroV,1113417.0,57.0,0,1
ecuadorciudadan,180.0,112.0,0,1
BeceManolo,74.0,659.0,0,2
RIGA_LATAM,305.0,203.0,0,1
ThiagoGG10,278.0,574.0,0,1
DavidSo68979874,4.0,42.0,0,1
vilar_paula,12.0,84.0,0,3
lcsiimxue,275.0,81.0,1,0
EJAAriza93,643.0,230.0,0,5
guastiabogado,246.0,1267.0,0,1
Toni_Castaneda,512.0,762.0,0,1
FILSantoDomingo,6531.0,720.0,0,1
VValito69,22.0,67.0,0,1
jesuss_m71,233.0,604.0,0,1
contatepe,430.0,3755.0,0,3
kiarahruiz,96.0,1557.0,0,1
yumila13,1133.0,1106.0,0,1
RedAndaluzaCCC,103.0,180.0,1,0
fundeps,2175.0,1534.0,0,2
mejanbaive,11.0,56.0,0,1
LugueyLinn,59.0,52.0,1,0
anamal65,276.0,146.0,0,1
MEP_CUBA,1745.0,627.0,0,1
MimyValencia,3288.0,527.0,2,0
HectorPJaime,48.0,41.0,0,1
PaujournalisteB,258.0,292.0,0,5
tonisoto62,67.0,117.0,0,2
mcperdices,176.0,313.0,1,1
EmiliaRamirezP,292.0,516.0,0,2
Rafael_Vera,2057.0,432.0,1,0
brunoinarra,127.0,472.0,1,0
FranOrosia,204.0,140.0,0,1
FundaEsquipulas,6011.0,932.0,3,0
AirelimpioXixon,110.0,127.0,0,1
FelipeGarciaPro,284.0,1870.0,0,1
miriambsarroca,4515.0,1089.0,0,3
Billyotero,2187.0,2629.0,0,1
WashingtonMed20,263.0,1884.0,0,1
zetadj,785.0,7.0,0,1
jaimiranda,702.0,232.0,0,1
rinaudomariae,3645.0,315.0,0,1
LauradeMoral,732.0,810.0,0,1
joelfelix2020,670.0,2033.0,0,1
lanzarotejesus,1076.0,802.0,0,17
cncgusaid,628.0,283.0,0,2
mlgempresarial,92.0,102.0,0,1
Verititito2,35.0,25.0,0,1
reynald91599148,13.0,43.0,0,1
angelarzuaga2,435.0,893.0,0,1
charovill,21.0,147.0,0,1
937908Mcm,4442.0,5002.0,0,9
jor_esc,3149.0,639.0,0,1
DrCamiloSalinas,9129.0,2548.0,0,1
Mogligligligli,754.0,1178.0,0,1
OdalisCNTI,51.0,70.0,0,2
VivianaManZul,1530.0,647.0,0,1
FeloCordoves,293.0,472.0,0,1
GalindoDentista,393.0,443.0,0,2
aaangelito,1023.0,686.0,0,3
EmbaMexChi,5271.0,933.0,0,1
OscarTakeshi,108.0,179.0,0,1
fabiolacanto4,231.0,505.0,0,1
clubdelecturauy,1632.0,910.0,1,0
Qvesada,764.0,2034.0,1,0
Migu3lRo,170.0,239.0,0,1
Masuleque,311.0,374.0,0,1
MontseMoliner1,1843.0,1341.0,0,2
Mayra_Restrepo,317.0,897.0,0,1
ONUMujeresMX,62039.0,1450.0,4,0
cohnmiguel,301.0,860.0,1,1
raisabanfield,68364.0,731.0,0,1
VosotrosYo,77.0,227.0,0,1
VidaBonilla,9.0,202.0,0,1
AytoMostoles,11319.0,653.0,4,0
BetsyAra,372.0,541.0,0,1
SebastienTreyer,404.0,278.0,0,1
cuba_nigerchad,10069.0,8736.0,0,2
BanosLilia,9.0,20.0,0,1
Lorena_Smith11,78.0,174.0,0,1
ArcheoAndrea,7720.0,4248.0,0,1
peter_ohs,760.0,2089.0,0,1
RosaMe1994,33.0,35.0,0,1
JAragonAriza,4120.0,4039.0,0,1
ShirleyEsquiv12,19.0,138.0,0,1
Vanesa_Pi,730.0,894.0,0,1
SINNPLE_consult,675.0,267.0,1,0
sidonia2013,14.0,35.0,0,1
patoherdez871,14.0,123.0,0,1
UInvivienda,23.0,94.0,0,1
kenajimenez,546.0,1456.0,0,1
EulaliaPeraltaL,178.0,527.0,0,1
jorger_t,160.0,231.0,0,1
manuelpegue,765.0,1099.0,0,2
CrisGaona,3125.0,4878.0,1,0
AEGranada,2245.0,1196.0,0,3
Marta_P_C_,106.0,225.0,0,1
SandraM83544439,3.0,10.0,0,1
Karlasanchezqut,43.0,76.0,0,1
manuelbpaz,139.0,138.0,0,1
LupeMalave,389.0,594.0,0,1
Ale_Cova,116.0,350.0,0,1
TenerifeSolidar,3459.0,457.0,0,1
soydanielcarlos,57.0,198.0,0,1
estevizq,37.0,89.0,0,1
psccolomacerv,95.0,166.0,0,1
GladysR_31,191.0,179.0,0,1
Quique_Macias,184.0,134.0,0,1
Hero_Spain,11990.0,427.0,1,1
evasnijders,5697.0,989.0,1,0
RdSomos,513.0,79.0,0,1
TrainorNoel,5334.0,285.0,1,0
Gela38067872,12.0,41.0,0,6
ViceInterCUT,501.0,394.0,2,10
clima21_VE,692.0,451.0,1,0
alyna_cb,341.0,309.0,0,1
lomolapalma,4359.0,4886.0,0,1
nutricionargent,1.0,52.0,0,1
bearyedith,77.0,532.0,0,1
ConsulCubaBahi,2779.0,99.0,0,1
chessCubanita,2168.0,2044.0,0,5
santosaldo,970.0,1153.0,0,1
Trecebotones,613.0,639.0,0,1
ANIAagronomos,930.0,671.0,1,0
Imolman,1378.0,648.0,0,2
gemvent,882.0,1850.0,0,1
BeaMayor21,181.0,178.0,0,1
JuventudUSO,1047.0,1232.0,0,3
Yissi89,969.0,1449.0,1,2
Richard1Pulido,500.0,477.0,0,1
MikyMunilla,13263.0,1920.0,0,1
nsilvasebastian,79.0,493.0,0,1
MherreraFFA,98.0,161.0,0,3
DeivisDavila4,16.0,210.0,0,1
OWSDUY,324.0,481.0,0,5
MariluuPrincess,5.0,26.0,0,1
jazmincorreab,843.0,732.0,0,2
LaGeller,795.0,714.0,0,1
mariacabassi,266.0,623.0,0,1
titolegend,89.0,91.0,0,1
AgusAmbit,16.0,116.0,0,1
SomosSANNAS,2295.0,662.0,3,0
anaelissoto,16.0,181.0,0,4
yoandycamero,44.0,136.0,0,1
tom_trarteaga,29.0,135.0,0,1
dirplancoplade,209.0,119.0,0,1
ExcelenciaCIP,382.0,135.0,0,1
manolomata,7273.0,851.0,0,1
janaveros,1729.0,3222.0,1,1
PedroVillamiza,188.0,570.0,0,1
concha_cordova,164.0,218.0,0,1
richiecastillo,497.0,400.0,1,0
baezacure77,235.0,373.0,0,2
EvSustentables,663.0,750.0,1,0
Brumi25151993,43.0,128.0,0,1
PazCasillas,811.0,1962.0,0,1
FedericoBoteroj,1128.0,2326.0,1,0
RMx1TEE,697.0,204.0,0,1
DIF_NMX,32321.0,489.0,0,1
permapreta,11.0,61.0,0,1
MatthijsvBonzel,4860.0,3797.0,0,1
Leire_deGuevara,229.0,675.0,0,1
soytitansito,292.0,425.0,0,1
HospitalidadSJD,738.0,885.0,0,1
sobrino_1978,427.0,821.0,0,1
Noemiyudith,25.0,191.0,0,1
ingjcsosa,34.0,112.0,0,1
RossBec2,10.0,4.0,0,1
RudischhauserEU,1202.0,342.0,0,1
CruzRojaMadrid,12732.0,1286.0,4,0
Miss_Andrre,267.0,169.0,0,1
magcarpin,21.0,64.0,0,1
presidenteCAFM,1878.0,882.0,0,1
DacilAcevedo,1252.0,681.0,0,4
Ocontreras13,657.0,712.0,0,1
jorgecaleya,752.0,1286.0,0,1
GIGAPP,8188.0,3579.0,0,2
ArqFede,181.0,430.0,0,2
anne_bisxl,303.0,347.0,0,1
Flowerfull_gt,12.0,25.0,4,0
PilarAIvarez,1440.0,1226.0,0,1
MarHotelsGroup,33.0,83.0,0,2
Germani98550081,55.0,93.0,0,1
Alonso10Tomas,147.0,115.0,0,1
Fernand75643182,2.0,11.0,0,1
ceutaldia,6997.0,674.0,0,1
INDESConsultor1,42.0,341.0,0,1
VargasMarijo,1223.0,2378.0,0,1
BBVAMomentum,5863.0,1426.0,2,0
CaldasPigcc,149.0,887.0,2,0
Soypaozam,88.0,49.0,0,1
SaintGobainES,1777.0,1164.0,2,0
GrantsyOrg,32.0,34.0,0,1
MoisesMolina,6436.0,2268.0,0,2
IncapacidadP,8.0,88.0,0,1
FrancisPaniagua,6649.0,7313.0,0,2
MoletChicot,118.0,310.0,0,1
OIenJerez,453.0,375.0,0,1
el_BID,394304.0,379.0,1,0
LinaMartinez88,101.0,142.0,0,2
iuris_analytica,793.0,191.0,0,1
core_woman,1805.0,1255.0,1,0
EfrenAvilesM,279.0,608.0,0,1
manuelgil_uso,312.0,244.0,0,1
PartidoTierra,129.0,642.0,0,1
IsabelPM79,152.0,246.0,0,1
marticakkk,109.0,173.0,0,1
lauradorin,43.0,172.0,0,1
RafaelFreyre,4006.0,3911.0,2,0
CmanzanoY,12.0,78.0,0,1
CEPES2,4496.0,1130.0,1,1
ELCOLE_TE_SIGUE,2392.0,2526.0,0,1
CucaGamarra2019,100.0,134.0,0,1
PatriLedesma5,92.0,200.0,0,1
divulgacionib,5652.0,1547.0,0,1
Palatinoalvarez,3.0,19.0,0,1
DignidadCafe,1729.0,222.0,0,1
mnvonumujeres,63.0,223.0,1,0
maggietamg,220.0,309.0,0,1
FronteraEnergy,84492.0,83.0,1,0
davaSEAP,297.0,1750.0,0,2
ferrisssss,444.0,695.0,0,1
IrisBCruzGmez1,3.0,50.0,0,1
bizancio2010,367.0,212.0,0,2
luchy571215,68.0,35.0,0,1
arenasgermanjfc,133.0,252.0,0,1
cary_cnap,118.0,58.0,0,1
GemaiSanchez,1850.0,2315.0,1,0
Geneleon_,128.0,127.0,0,1
laudeli421,11.0,116.0,0,1
ZoiloRiosSA,1065.0,1502.0,1,2
AsocAgoran,402.0,469.0,0,1
JosAntoniodelP5,88.0,265.0,0,1
PilarGu20720585,12.0,42.0,0,1
EnCiudadanoMujs,359.0,594.0,0,1
RMauricioValdes,426.0,195.0,0,5
EnriquEscalante,4601.0,1676.0,0,1
Olimpia_GS,1502.0,1159.0,0,1
DOLORESSALAZAR8,183.0,290.0,0,1
TitoGF1,95.0,119.0,0,2
ArturoBurton4,408.0,544.0,0,1
DavidCarballoTF,222.0,392.0,0,1
Cami_lopz8,62.0,118.0,0,1
andreita28_1997,388.0,321.0,0,1
divulgaciond,10949.0,11985.0,1,0
Gloriagguty,396.0,1366.0,0,1
mgarciapadilla,83.0,131.0,0,1
edjur8,95.0,87.0,0,1
PNUDPanama,8279.0,1101.0,4,2
felipereyes1112,13.0,20.0,0,1
SimarroEugenia,132.0,362.0,0,1
apciagencia,1804.0,363.0,0,1
FcoD8,417.0,536.0,0,1
MartinezDomenec,498.0,750.0,0,1
acciones_unidas,96.0,413.0,0,1
Paocoral5,42.0,128.0,0,1
EmbaVEArgentina,30384.0,6619.0,0,1
EmbaCuba_INA,2821.0,318.0,0,1
AutismoAragon,1963.0,273.0,0,1
Agri_Updates,2246.0,4.0,0,1
LGIsais,579.0,1779.0,0,1
InjuveSpain,27270.0,810.0,22,7
JAQuintanillaR,244.0,199.0,0,7
Urbanabanana,1936.0,997.0,1,0
INJUVRM,6070.0,1042.0,1,1
AWID_es,3723.0,3163.0,0,1
pedcru,196.0,355.0,0,1
Chantayaden,130.0,103.0,0,1
maoliverf,18799.0,1079.0,0,1
Adriana53117331,10.0,75.0,0,1
sdsn_TReNDS,422.0,518.0,0,8
CmtrujilloDiese,275.0,553.0,0,1
SELAInforma,4255.0,958.0,3,4
TimeTimmygarcia,1077.0,1923.0,0,3
LuisErnestoGJ,500.0,1288.0,0,1
carlaperez2020,108.0,383.0,0,1
Maros_Gari,817.0,762.0,0,1
MiliMor3,13.0,30.0,0,1
ucalp,1297.0,911.0,0,1
JorgeyRguez,244.0,593.0,0,1
IpfGisela,193.0,238.0,0,2
joalyjeaneth,216.0,215.0,0,1
Andersonggmz,30.0,34.0,0,1
REDestatalAPS,721.0,137.0,1,1
Cintia_Sanabri,48.0,132.0,0,1
Marayariela,3435.0,1050.0,0,1
ignacioorjales,62.0,242.0,0,1
LinaresLegal,161.0,365.0,0,1
AdsDulantoScott,2695.0,3322.0,0,19
mali_serrano,4404.0,1224.0,1,0
Gemmadelcorral,12135.0,10562.0,0,1
Roideealicia,84.0,258.0,0,1
INAFED_Mx,4764.0,405.0,5,1
josesildavia,4.0,8.0,1,0
MayraRuizGarci4,9.0,44.0,0,4
concha_prado,259.0,300.0,0,1
Aktibatu_GAP,161.0,479.0,1,0
IFPedestrians,4435.0,4996.0,0,4
jetzagelis,222.0,338.0,0,1
SusanaCegarra,943.0,721.0,0,1
felipepalau,3906.0,1289.0,2,1
Lilaart1,258.0,958.0,0,1
anaborg,1203.0,569.0,0,1
ngeles3,365.0,699.0,0,1
marisa_nnz,120.0,262.0,0,1
albrios,2637.0,2606.0,0,1
AbogadasChile,5880.0,920.0,0,1
rhbellette,87.0,340.0,0,2
aldo_zaffalon,2484.0,260.0,0,1
Debora0Eliza,130.0,210.0,2,0
FernandoPop4,44.0,102.0,0,1
jcrisen,1437.0,2603.0,0,3
Bethdenadal,151.0,437.0,0,1
chrisRive97,97.0,363.0,4,1
Inforpor,1235.0,3281.0,0,1
manuel_beitia,215.0,348.0,0,10
JaimeLuisHR,298.0,1329.0,0,1
Mb1997k,299.0,431.0,0,1
LaPatriaSomosT3,9.0,61.0,0,1
gonchite,27.0,133.0,0,1
_moreketing,1880.0,994.0,0,1
unesco_iesalc,12088.0,937.0,1,0
CruzRojaLP,1036.0,101.0,3,0
AlbaFdez86,208.0,289.0,0,1
Anxisal,345.0,839.0,7,1
FAquae,21668.0,1239.0,1,0
ManpowerGroupES,37144.0,851.0,0,1
AnaPilla1,42.0,53.0,0,1
marianagiachino,2789.0,1333.0,0,2
LaEsteso,1235.0,1922.0,0,1
AlfanevadaGDR,711.0,284.0,0,1
Roskcj,303.0,1144.0,0,1
alejand23554545,4.0,15.0,0,1
caval100,120167.0,93637.0,0,1
cconlospulmones,216.0,1043.0,0,1
ONUecuador,7933.0,861.0,1,1
luEGarciaf,59.0,161.0,2,0
AdmonUniandes,11505.0,3979.0,1,0
Komonicm,135.0,146.0,0,1
Yankibz,211.0,95.0,0,1
aqualia,4169.0,439.0,2,0
Sauzales2,90.0,360.0,0,1
EntornoLM,280.0,503.0,0,1
MarLiliMu,61.0,218.0,0,1
OceanHache,145.0,233.0,0,1
alecontrerascl,1989.0,1995.0,0,1
JuanAlbertoAy22,47.0,72.0,0,1
UNOlogistica,2948.0,1042.0,0,1
rosahumanos,1895.0,1877.0,0,4
RCorderoRC,513.0,3575.0,0,1
OITAmericas,18176.0,233.0,0,2
Vicka_Tapia,1109.0,2352.0,0,1
Frank_MB7,700.0,369.0,0,1
nanoxie,76.0,277.0,0,1
kikote76,51.0,259.0,0,1
LaCasaEncendida,389982.0,8158.0,0,4
jacano3,245.0,264.0,0,1
dudasluisjoyfe,259.0,67.0,0,2
jorgechavezca,142.0,425.0,0,1
luvage22,1592.0,3881.0,0,1
henriquezpenny,19651.0,1022.0,0,1
MariaGCL,1826.0,1405.0,0,1
Tiagocaled,157.0,258.0,0,1
flores_gza,4.0,8.0,0,1
plfactory,14.0,51.0,0,2
CNSEinfo,8005.0,470.0,1,0
HamiGomez,146.0,184.0,0,1
lopezernesto192,312.0,427.0,0,2
Antalis_Iberia,1422.0,613.0,0,1
AngelesMorallon,709.0,879.0,0,1
AidaBandida,407.0,1148.0,0,1
CruzRojaMostole,1680.0,757.0,1,0
Jazmin_CUSCantu,932.0,934.0,0,1
ftellezalonso,44.0,237.0,0,1
LDAC_eu,1711.0,1142.0,0,2
DOrtizLlargues,548.0,224.0,4,0
Jcgaryon,571.0,1225.0,0,1
CalaFoundation,4294.0,618.0,2,0
NexysR,149.0,370.0,1,0
MargaritaGomez2,190.0,465.0,0,2
vanesamas,96.0,519.0,0,2
Carlosfcisneros,689.0,1971.0,0,1
lccabareda,1876.0,3338.0,0,4
elpublicistacom,62060.0,603.0,0,1
ticitec,947.0,580.0,0,1
informaticaumu,1793.0,211.0,0,1
Magnik_Aitor,147.0,334.0,0,1
abdulmalekibra,266.0,626.0,0,1
YoSoyExpansion,541.0,494.0,0,1
schallierw,1177.0,3643.0,0,9
grupo_cice,1638.0,339.0,1,0
panamonty,264.0,539.0,0,1
germolova,1116.0,1853.0,0,1
Sandomendi,2152.0,581.0,0,1
TierrasyGanados,2565.0,121.0,0,1
wilsonsanchezh,466.0,332.0,0,1
MaderaTono,952.0,1099.0,0,1
sinsausti2,3.0,42.0,0,1
JMarcialRodri,2194.0,1383.0,0,1
ClarisaAdem,293.0,561.0,0,1
czaldumbide,985.0,1227.0,2,0
unicef_es,270698.0,32372.0,0,1
Paula31770119,10.0,57.0,0,1
lamepitagr,48.0,289.0,1,0
MichaelValarez6,247.0,330.0,0,1
de_iku,729.0,1730.0,0,1
pradob12,70.0,74.0,0,1
ElMorata40,161.0,824.0,0,1
LowCarbon_City,15553.0,6386.0,3,1
fes6692,20.0,68.0,0,1
MAWalle,1392.0,2420.0,0,2
martamuelas,823.0,1370.0,0,1
titoti2010,247.0,327.0,0,2
SANDaliasonora,531.0,869.0,2,5
SJavier_Alvarez,7.0,16.0,0,1
AnayansiRCamejo,2313.0,118.0,0,1
VolyEstrategia,899.0,491.0,8,2
JohnnyLopezJ,2532.0,3131.0,0,1
ImpactHubCcs,14404.0,3854.0,0,22
stebarthe,130.0,281.0,0,1
OlallaAlex,283.0,539.0,0,1
CRodriAguilera,9.0,73.0,0,1
CatoRivas,1225.0,2287.0,0,1
riberacasals,304.0,1740.0,0,1
Pablojlv,781.0,2469.0,0,1
M_Leon_23,16.0,21.0,0,1
AStasi18,290.0,791.0,0,7
nellylun,11574.0,2095.0,0,1
aspudo,1986.0,1074.0,0,1
ecologicfrog,73.0,133.0,0,1
MaFarfanVasquez,909.0,1557.0,0,1
PomasquiEvelyn,93.0,75.0,0,1
AmoragaCarmen,3786.0,1166.0,0,1
Nazaretpaez11,23.0,171.0,0,2
Th3mikeLH,158.0,391.0,0,1
Emgrisa,229.0,221.0,1,0
stanhydhouro,7.0,37.0,0,1
shaniceyamada,16.0,43.0,0,1
planb_group,1623.0,1326.0,1,0
lorepuertab,156.0,203.0,0,1
AsocDIRSE,6523.0,700.0,1,0
Rober_Tenancing,323.0,1055.0,0,1
RocioVergaraCh,490.0,1307.0,1,6
claudiahepan,5967.0,990.0,0,2
AFSChile,1015.0,521.0,1,0
Leo_Soria,1812.0,2663.0,0,1
gbchavezhita,775.0,693.0,0,1
pepa2015,4149.0,4392.0,0,1
1alvaropop,1099.0,415.0,0,1
JorgeArraijan,11329.0,1772.0,0,2
Ecuamax2000,72.0,100.0,0,1
plemonche,2424.0,1149.0,2,1
Fundacion_BT,182.0,59.0,1,0
Caminogarciam,1723.0,1293.0,0,1
anylamch,606.0,183.0,1,0
aqua_vall,1383.0,498.0,2,1
Rafflesialex,31.0,122.0,1,0
blanc4_,135.0,191.0,0,1
Manuels70892725,164.0,229.0,0,1
martamira91,278.0,993.0,0,2
EquoArganda,443.0,227.0,1,1
Adrian_R_S,84.0,154.0,0,1
UNODCColombia,2728.0,463.0,4,0
GenioCabroncin,55.0,266.0,0,2
poblado_verde,652.0,1224.0,0,1
Plurales_org,640.0,768.0,3,3
AlexGue40619946,506.0,301.0,0,1
CVInternacional,1829.0,446.0,0,1
Academica_UTVCO,297.0,168.0,0,1
erne_che,600.0,954.0,0,1
checiro,589.0,832.0,0,2
kpvalarezo,1072.0,869.0,1,0
AMBIENTALABOG,828.0,538.0,0,1
Mmuniente,16929.0,16587.0,0,1
JonathanPineros,1737.0,3337.0,0,1
ideyared,692.0,706.0,0,1
WilliamsDamian8,13.0,13.0,0,1
Roberto68123,11.0,54.0,0,1
LFdez_Palacios,699.0,478.0,0,2
ProfCabezas,419.0,500.0,0,1
rota_mujer,9.0,158.0,0,1
ssamahua,4.0,18.0,0,1
Alexandraguna,222.0,280.0,0,1
DorthaWismer,1.0,2.0,0,1
suusiitaa,734.0,1243.0,0,1
LeonMolina,1351.0,1726.0,0,9
priscomgc,508.0,1286.0,0,1
rmako007,281.0,572.0,0,1
ciudadana_5,67.0,108.0,0,1
CCO_GobOax,5576.0,427.0,0,1
atoconprisas,594.0,575.0,0,1
marcecake,664.0,502.0,3,1
sotilloescolapi,862.0,106.0,2,0
inspiractionorg,15249.0,6185.0,3,1
ing_heiner,285.0,360.0,0,1
TitoMendozaD,456.0,829.0,0,1
Julianpra1A,44.0,82.0,0,1
cv_maikel,81.0,150.0,0,1
ctoledotorre,69.0,57.0,2,0
Veromarto,1801.0,2985.0,0,1
larositatorres,185.0,211.0,0,1
ilucast38,357.0,494.0,0,1
PalenqueAthemay,1960.0,4148.0,0,1
ByronMachuca,232.0,945.0,0,1
rodrilastreto,763.0,946.0,0,1
Isabelssouza,612.0,1162.0,1,13
titomedinaneira,1037.0,2255.0,1,0
movillegasc2,318.0,448.0,0,1
pazydesarrollo,2897.0,505.0,1,0
olimpa12,56.0,539.0,0,1
RicardoDuenasEC,2436.0,74.0,0,1
BILBIYUD,106.0,101.0,0,1
flOOr_RC,581.0,1469.0,0,1
oscarllama,456.0,381.0,0,1
ECCIR_,508.0,699.0,0,1
AngelFeliberto,408.0,1763.0,0,2
JosePerLo,139813.0,59863.0,0,2
HernanSol10,114.0,199.0,0,1
bydcanarias,210.0,246.0,0,1
Juanita41646348,3.0,33.0,0,1
PlaGonzalez88,13.0,51.0,0,1
Crleganes,1432.0,1909.0,0,1
activismo,1027.0,2285.0,0,1
STeresaLeon,452.0,253.0,0,1
RIFU71,320.0,396.0,0,1
carlossaizvale,328.0,213.0,1,0
EqualityCol,679.0,1187.0,0,2
LuisHern_R,142.0,202.0,0,1
NATITASTARK,87.0,109.0,0,1
BIDInvest,13176.0,1420.0,2,0
cadizginebraen1,6.0,75.0,5,0
Adolfo_Borrero,879.0,714.0,0,1
PabloMartnezRo2,2.0,50.0,0,1
ZubiLabs,325.0,195.0,0,1
matejcre,228.0,42.0,0,10
j1000000garcia,74.0,198.0,0,1
tetelorenzo,57.0,178.0,0,1
Cristiane_py,23.0,287.0,0,2
b_eleticia,8.0,10.0,0,1
feria_eco_mzn,187.0,275.0,0,1
alfportillo,112.0,631.0,0,1
ONU_es,1192075.0,158.0,0,1
monitoramericas,703.0,639.0,0,2
artacaartacauno,424.0,293.0,0,1
JorgeLopezS1,1389.0,4834.0,0,2
cparejos,146.0,345.0,0,1
lucyGon0909,460.0,484.0,0,1
rodriguezluz_,7504.0,1353.0,0,3
teknahi,1407.0,1566.0,0,1
perufe10,26.0,51.0,0,1
AraceliMaVi,184.0,545.0,1,0
jebesa33,103.0,180.0,0,2
yuliocesar_hl,106.0,368.0,0,1
jbgoikoetxea,1271.0,1699.0,0,5
MaiteTocino,56.0,62.0,0,10
Cuena_Vilches,1030.0,805.0,1,0
monssonica,1582.0,1672.0,0,2
imasdhcoaching,187.0,466.0,0,1
Yola_rios10,9.0,41.0,0,1
Yllaona2,20.0,84.0,0,1
MisionGinebra,1795.0,591.0,0,3
HoraAmerica,3304.0,1598.0,0,7
JavierFlorB,708.0,2088.0,0,1
jarebcito,60.0,1036.0,0,1
BeatrizVemart,366.0,1185.0,0,1
sensiceular,451.0,365.0,1,0
ramonjauregui,362.0,354.0,0,1
ProyectosAmbing,372.0,2124.0,1,4
ParaguayVerde,1177.0,1387.0,0,1
ProyectoCuenca,153.0,347.0,0,1
BrendaFlorGil,1076.0,760.0,0,1
CubacooperaDo,332.0,873.0,0,1
SEAE_Agroecolog,6193.0,1270.0,1,0
kerartae9,318.0,466.0,0,1
BravoPuldain,204.0,161.0,0,1
Lidpm,1802.0,573.0,1,0
josenorman,1221.0,876.0,0,1
Pascal_Sim,1615.0,1215.0,0,1
ElxSocial,244.0,94.0,0,1
danielrsanchez_,2121.0,1293.0,0,1
FTorrandell,7.0,14.0,0,1
Virgini79708699,1.0,3.0,0,1
Cris_Wetlab,162.0,184.0,0,1
Elena_Pinargo1,85.0,10.0,0,1
Rafa_Maestro,1835.0,1786.0,0,2
susanova77,327.0,252.0,0,1
INEAPatzcuaro,212.0,228.0,0,2
monika_blanco70,116.0,120.0,0,1
Jorge_barrero_f,2228.0,871.0,0,1
noragiac,222.0,228.0,0,1
ajjimenezd,241.0,575.0,0,2
Sanchez_Saez,613.0,263.0,0,1
MariaPanuncio,189.0,193.0,0,2
msolismarti,122.0,149.0,0,3
feducasse,1083.0,747.0,1,0
ingridgallardoq,24.0,28.0,0,1
CubacooperaEc,1867.0,1167.0,0,2
aguilar_jm12,283.0,773.0,0,1
FundacionAG,401.0,705.0,0,1
BlockchainBlaz,1049.0,272.0,0,1
